Fatura no;Fatura Ýçeriði
WG52022063001134;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662460409 (HAZÝRAN 2022)(GSM:8% SA:16% SI:66% TN:2% TO:1% DO:7% )
WG52022063001134;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662461426 (HAZÝRAN 2022)(GSM:16% SA:22% SI:37% TO:9% DO:16% )
WG52022063001134;ÝÞ FULL 100 - TAAHHÜTSÜZ - 2662465109 (TEMMUZ 2022)
WG52022063001134;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662462750 (HAZÝRAN 2022)(GSM:17% SA:34% SI:32% DO:17% )
WG52022063001134;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662463513 (HAZÝRAN 2022)(GSM:12% SA:19% SI:63% DO:7% )
WG52022063001134;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662465109 (HAZÝRAN 2022)
WG52022063001134;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662465108 (HAZÝRAN 2022)(GSM:25% SA:14% SI:50% TN:1% TO:3% DO:7% )
WG52022063001134;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662462752 (HAZÝRAN 2022)(GSM:30% SA:16% SI:41% TN:3% TO:3% DO:7% )
C012022001184633;TELEFON
BTE2022000002426;SISTEM DESTEK HIZMET BEDELI
BTE2022000002434;SISTEM DESTEK HIZMET BEDELI
AAA2022000000065;HP 85A TONER DOLUMU   
AAA2022000000065;HP 85ADRUM 
AAA2022000000065;HP 1102 PATEN
AAA2022000000065;SAMSUNG 1610 PATEN 
AAA2022000000065;SAMSUNG ML 1610 FRINÞIN PED    
AAA2022000000065;SAMSUNG ML 1610 TONERDOLUMU    
AAA2022000000065;DV116 STARTER 
AAA2022000000065;SAMSUNG ML1610 MUADÝL TONER 3000 SAYFA   
AAA2022000000065;DEVELOP ÝNEO225Ý SERVÝS ÜCRETÝ    
YFR2022000001010;NETOLOJÝ BPM ENTERPRÝSE VERSÝYON YAZÝLÝMÝ
VTN2022000254585;CRUCÝAL 8GB DDR4 3200MHZ CL22 NOTEBOOK RAM
VTN2022000254585;ISKONTO
BTM2022000000872;SWITCH RUIJIE REYEE RG-ES226GC-P 24 PORT
BTM2022000000872;HIKVISION DS-7632NI-K2/UHK 32 KANAL NVR
BTM2022000000872;HDD GUV 6TB SEAGATE
BTM2022000000872;GUV CAM HIKVISION DS-2CD1023G0E-IF 2MP 2.8MM IR BULLET
BTM2022000000872;GUV CAM HIKVISION DS-2CD1023G0-IF 2MP 4MM 30MT IR IP BULLET
BTM2022000000872;PATCH PANEL 24 PORT POWEMASTER UTP CAT6
BTM2022000000872;4U KABÝN
BTM2022000000872;KABLO DIGITUS PATCH YELLOW-CU-0.50MT 
BTM2022000000872;KABÝN AGER MONTAJLI OUTDOOR CIDARLI DUVAR TIPI
BTM2022000000872;FAN MODULU TERMOSTATLI/FILTRELI 2 LI
BTM2022000000872;SWITCH 16 PORT RUIJIE REYEE RG-ES218GC-P GIGABIT +2XGB SFP UPLINK
BTM2022000000872;FÝBER KABLO
BTM2022000000872;FÝBER SONLANDIRMA VE EKÝPMANLARI
BTM2022000000872;MODÜL FÝBEREND 1GB/S 20KM 1310NM
BTM2022000000872;ELEKTRÝK MALZEMESÝ (MONTAJ ÜRÜNLERÝ)
BTM2022000000872;KABLO DIGITUS 500 METRE DK-1614-VH-5-CAT6U-UTP KABLO 250 MHZ
BTM2022000000869; SWITCH RUIJIE REYEE RG-ES226GC-P 24 PORT GIGABIT+2XGB SFP
BTM2022000000869;HIKVISION DS-7632NI-K2/UHK 32 KANAL NVR
BTM2022000000869;HDD GUV 6TB SEAGATE SKYHAWK 256MB 7/24 SV35
BTM2022000000869; GUV CAM HIKVISION DS-2CD1023G0E-IF 2MP 2.8MM IR BULLET
BTM2022000000869;KABLO DIGITUS PATCH YELLOW-CU-0.50MT 26/7-DK-1617 CAT 6 
BTM2022000000869;KABLO DIGITUS 500 METRE DK-1614 UTP KABLO 250 MHZ
BTM2022000000878;ADP DARK USB3.0
YFR2022000001116;AYLIK TELEFON DESTEK HÝZMETÝ
YFR2022000001112;AYLIK TELEFON DESTEK HÝZMETÝ
YFR2022000001132;PROJE VE DANIÞMANLIK HÝZMETÝ
YFR2022000001141;PROJE VE DANIÞMANLIK HÝZMETÝ
BTM2022000000924;RAM NB 8GB 1600MHZ CL11 DDR3 
BTM2022000000924;RAM PC GOODRAM 8GB 1600MHZ CL11 DDR3
BTM2022000000924;"HDD SSD 240GB KIOXIA EXCERÝA SATA3 2.5"""
AAA2022000000081;HP CE505X MUADÝL TONER 6400 SAYFA   
AAA2022000000081;CANON 057H MUADÝL TONER    
01S2022000579947;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2022000579947;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2022000579947;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2022000579947;UZAKTAN YEDEKLEME (%18 KDV )
01S2022000579947;SANAL VERÝ MERKEZÝ (%18 KDV )
A162022002813265;DSL(ÝNTERNET)
A162022002786873;DSL(ÝNTERNET)
01S2022000618523;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2022000618523;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2022000618523;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2022000618523;UZAKTAN YEDEKLEME (%18 KDV )
01S2022000618523;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%18 KDV )
01S2022000618523;KATMA DEÐERLÝ SERVÝSLER (%18 KDV )
01S2022000618523;SANAL VERÝ MERKEZÝ (%18 KDV )
A162022002483906;DSL(ÝNTERNET)
A162022002667585;DSL(ÝNTERNET)
WH62022073101995;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662461426 (TEMMUZ 2022)(GSM:18% SA:19% SI:55% TN:4% DO:4% )
WH62022073101995;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662460409 (TEMMUZ 2022)(GSM:25% SA:12% SI:53% DO:11% )
WH62022073101995;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662460518 (TEMMUZ 2022)(GSM:12% SA:12% SI:60% TN:1% DO:15% )
WH62022073101995;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662465109 (TEMMUZ 2022)
WH62022073101995;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662465108 (TEMMUZ 2022)(GSM:30% SA:21% SI:30% DO:19% )
WH62022073101995;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662462755 (TEMMUZ 2022)
WH62022073101995;ÝÞ FULL 100 - TAAHHÜTSÜZ - 2662465109 (AÐUSTOS 2022)
WH62022073101995;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662462751 (TEMMUZ 2022)(GSM:13% SA:34% SI:47% DO:7% )
WH62022073101995;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662462752 (TEMMUZ 2022)(GSM:37% SA:17% SI:33% TN:3% DO:11% )
WH62022073101995;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662462750 (TEMMUZ 2022)(GSM:27% SA:18% SI:42% DO:13% )
WH62022073101995;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662463513 (TEMMUZ 2022)(GSM:17% SA:22% SI:55% DO:7% )
C012022001184633;DAMGA VERGÝSÝ
C012022001404079;TELEFON
BTE2022000002713;SISTEM DESTEK HIZMET BEDELI
BTE2022000002721;SISTEM DESTEK HIZMET BEDELI
BTM2022000000959;HDD SSD 240GB KIOXIA EXCERÝA SATA3
BTM2022000000959;MOUSE LOGITECH M171 
BTM2022000000959;RAM NB 8GB 1600MHZ GOODRAM CL11 DDR3 
YFR2022000001168;PROJE VE DANIÞMANLIK HÝZMETÝ
YFR2022000001174;PROJE VE DANIÞMANLIK HÝZMETÝ
BIL2022000000258;KAREL TM145 TELEFON
AAA2022000000105;DEVELOP ÇIKIÞ SWÝCÝ  
AAA2022000000105;SERVÝS ÜCRETÝ 
AAA2022000000109;HP FUSER ASSEMBLY 220V LASERJET P2035/P2055(FIRIN ÜNÝTESÝ)  
YFR2022000001289;AYLIK TELEFON DESTEK HÝZMETÝ
YFR2022000001285;AYLIK TELEFON DESTEK HÝZMETÝ
01S2022000645515;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2022000645515;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2022000645515;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2022000645515;UZAKTAN YEDEKLEME (%18 KDV )
01S2022000645515;SANAL VERÝ MERKEZÝ (%18 KDV )
A162022003089442;DSL(ÝNTERNET)
A162022003263362;DSL(ÝNTERNET)
01S2022000698200;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2022000698200;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2022000698200;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2022000698200;UZAKTAN YEDEKLEME (%18 KDV )
01S2022000698200;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%18 KDV )
01S2022000698200;KATMA DEÐERLÝ SERVÝSLER (%18 KDV )
01S2022000698200;SANAL VERÝ MERKEZÝ (%18 KDV )
A162022003340357;DSL(ÝNTERNET)
A162022003042824;DSL(ÝNTERNET)
WI62022083100962;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662462755 (AÐUSTOS 2022)
WI62022083100962;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662465108 (AÐUSTOS 2022)(GSM:25% SA:20% SI:48% TN:1% DO:6% )
WI62022083100962;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662465109 (AÐUSTOS 2022)(SA:100% )
WI62022083100962;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662463513 (AÐUSTOS 2022)(GSM:29% SA:20% SI:43% DO:8% )
WI62022083100962;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662461426 (AÐUSTOS 2022)(GSM:7% SA:7% SI:49% DO:37% )
WI62022083100962;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662460518 (AÐUSTOS 2022)(GSM:41% SA:10% SI:36% TN:1% TO:1% DO:11% )
WI62022083100962;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662462751 (AÐUSTOS 2022)(GSM:28% SA:32% SI:31% TN:1% TO:3% DO:5% )
WI62022083100962;ÝÞ FULL 100 - TAAHHÜTSÜZ - 2662465109 (EYLÜL 2022)
WI62022083100962;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662460409 (AÐUSTOS 2022)(GSM:43% SA:13% SI:34% TN:3% TO:2% DO:5% )
WI62022083100962;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662462750 (AÐUSTOS 2022)(GSM:42% SA:21% SI:29% DO:7% )
WI62022083100962;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662462752 (AÐUSTOS 2022)(GSM:48% SA:17% SI:29% TN:2% DO:4% )
C012022001622317;TELEFON
BTE2022000003134;SISTEM DESTEK HIZMET BEDELI
BTE2022000003142;SISTEM DESTEK HIZMET BEDELI
AAA2022000000154;CANON 057H MUADÝL TONER  
AAA2022000000154;HP CE505X MUADÝL TONER 6400 SAYFA    
YFR2022000001352;PROJE VE DANIÞMANLIK HÝZMETÝ
YFR2022000001346;PROJE VE DANIÞMANLIK HÝZMETÝ
YFR2022000001449;AYLIK TELEFON DESTEK HÝZMETÝ
YFR2022000001445;AYLIK TELEFON DESTEK HÝZMETÝ
AAA2022000000174;HP CE505X MUADÝL TONER 6400 SAYFA    
01S2022000833827;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2022000833827;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2022000833827;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2022000833827;UZAKTAN YEDEKLEME (%18 KDV )
01S2022000833827;SANAL VERÝ MERKEZÝ (%18 KDV )
A162022003860885;DSL(ÝNTERNET)
A162022003745887;DSL(ÝNTERNET)
01S2022000772715;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2022000772715;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2022000772715;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2022000772715;UZAKTAN YEDEKLEME (%18 KDV )
01S2022000772715;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%18 KDV )
01S2022000772715;KATMA DEÐERLÝ SERVÝSLER (%18 KDV )
01S2022000772715;SANAL VERÝ MERKEZÝ (%18 KDV )
01S2022000772715;GECÝKME FAÝZÝ (%18 KDV )
01S2022000772715;GECÝKME FAÝZÝ (%18 KDV + %10 OIV )
A162022003434218;DSL(ÝNTERNET)
A162022003620498;DSL(ÝNTERNET)
WJ52022093004674;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662465108 (EYLÜL 2022)(GSM:31% SA:10% SI:47% TO:7% DO:5% )
WJ52022093004674;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662462750 (EYLÜL 2022)(GSM:21% SA:40% SI:38% DO:1% )
WJ52022093004674;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662462755 (EYLÜL 2022)
WJ52022093004674;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662460518 (EYLÜL 2022)(GSM:17% SA:6% SI:66% TN:1% DO:10% )
WJ52022093004674;(KOBÝ) 35 MBPS E KADAR - 2662465109 (EKÝM 2022)
WJ52022093004674;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662463513 (EYLÜL 2022)(GSM:32% SA:12% SI:43% TO:2% DO:11% )
WJ52022093004674;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662462751 (EYLÜL 2022)(GSM:33% SA:10% SI:51% DO:6% )
WJ52022093004674;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662462752 (EYLÜL 2022)(GSM:33% SA:12% SI:45% TN:1% DO:10% )
WJ52022093004674;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662460409 (EYLÜL 2022)(GSM:30% SA:9% SI:56% DO:4% )
WJ52022093004674;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662465109 (EYLÜL 2022)
WJ52022093004674;ÝÞ TELEFON - 1000 DAKÝKA - TAAHHÜTSÜZ-2662461426 (EYLÜL 2022)
C012022001622317;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (03/24
C012022001839062;TELEFON
BTE2022000003479;SISTEM DESTEK HIZMET BEDELI
BTE2022000003638;POWER BI PREMÝUM PER USER
BTE2022000003487;SISTEM DESTEK HIZMET BEDELI
AAA2022000000192;EPSON LX350,LX300 MUADÝL ÞERÝT    
AAA2022000000191;PICOP ROLLER 
YFR2022000001499;NETSÝS 3 ENTERPRISE NETSÝS 3 STANDARD'DAN GEÇÝÞ (L)
YFR2022000001499;NETSÝS 3 ENTERPRISE DEMÝRBAÞ (L)
YFR2022000001500;NETSÝS 3 ENTERPRÝSE NETSÝS 3 STANDARD'DAN GEÇÝÞ (L)
YFR2022000001500;NETSÝS 3 ENTERPRISE DEMÝRBAÞ (L)
YFR2022000001500;NETSÝS 3 ENTERPRISE KULLANICI ARTIRIMI (+2 KULLANICI)
YFR2022000001511;PROJE VE DANIÞMANLIK HÝZMETÝ
BTM2022000001346;HDD SSD 240GB HP S650 2.5ÝNC DAHÝLÝ SSD
BTM2022000001346;RAM PC 8GB DDR3 1600MHZ TWINMOS
YFR2022000001516;PROJE VE DANIÞMANLIK HÝZMETÝ
BTE2022000003841;SISTEM DESTEK HIZMET BEDELI
YFR2022000001601;AYLIK TELEFON DESTEK HÝZMETÝ
AAA2022000000217;CANON 057H MUADÝL TONER    
BTM2022000001400;FAN AKASA INTEL PMW 
AAA2022000000223;CANON CANON LBP228X WÝ-FÝ MONO LAZER YAZICI  
01S2022000854647;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2022000854647;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2022000854647;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2022000854647;UZAKTAN YEDEKLEME (%18 KDV )
01S2022000854647;SANAL VERÝ MERKEZÝ (%18 KDV )
A162022004134120;DSL(ÝNTERNET)
A162022003962146;DSL(ÝNTERNET)
01S2022000881301;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2022000881301;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2022000881301;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2022000881301;UZAKTAN YEDEKLEME (%18 KDV )
01S2022000881301;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%18 KDV )
01S2022000881301;KATMA DEÐERLÝ SERVÝSLER (%18 KDV )
01S2022000881301;SANAL VERÝ MERKEZÝ (%18 KDV )
A162022003922442;DSL(ÝNTERNET)
A162022003912506;DSL(ÝNTERNET)
WK62022103100667;(KOBÝ) 35 MBPS E KADAR - 2662465109 (KASIM 2022)
WK62022103100667;HER YÖNE 1000 DAKÝKA - 10 TL/AY-2662465109 (EKÝM 2022)
WK62022103100667;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460409 (EKÝM 2022)(GSM:17% SA:26% SI:47% TO:2% DO:7% )
WK62022103100667;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460518 (EKÝM 2022)(GSM:34% SA:29% SI:31% TN:1% DO:5% )
WK62022103100667;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662461426 (EKÝM 2022)
WK62022103100667;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462750 (EKÝM 2022)(GSM:21% SA:18% SI:42% TO:6% DO:13% )
WK62022103100667;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462751 (EKÝM 2022)(GSM:27% SA:5% SI:49% TO:9% DO:11% )
WK62022103100667;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462752 (EKÝM 2022)(GSM:27% SA:21% SI:36% TN:2% DO:13% )
WK62022103100667;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462755 (EKÝM 2022)
WK62022103100667;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662463513 (EKÝM 2022)(GSM:31% SA:22% SI:43% DO:3% )
WK62022103100667;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662465108 (EKÝM 2022)(GSM:13% SA:11% SI:69% DO:7% )
C012022001839062;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (04/24)
C012022002055425;TELEFON
BTE2022000003849;SISTEM DESTEK HIZMET BEDELI
YFR2022000001628;AYLIK TELEFON DESTEK HÝZMETÝ
AAA2022000000231;CANON 057H MUADÝL TONER 
AAA2022000000231;HP CE505X MUADÝL TONER 6400 SAYFA    
AAA2022000000235;DEVELOP TN118 TONER
YFR2022000001641;PROJE VE DANIÞMANLIK HÝZMETÝ
YFR2022000001649;PROJE VE DANIÞMANLIK HÝZMETÝ
VTN2022000451570;CRUCÝAL 8GB DDR4 3200MHZ CL22 NOTEBOOK RAM
BTE2022000004120;MICROSOFT 365 BUSINESS STANDART 
BTE2022000004120;EXCHANGE ONLINE PLAN 1
BTE2022000004119;MICROSOFT 365 BUSINESS STANDART
BTE2022000004119;EXCHANGE ONLÝNE (PLAN 1)
AAA2022000000248;CANON MF443DW YAZICI TARAYICI FOTOKOPÝ  
AAA2022000000248;CANON 057H MUADÝL TONER  
YFR2022000001758;AYLIK TELEFON DESTEK HÝZMETÝ
YFR2022000001735;AYLIK TELEFON DESTEK HÝZMETÝ
01S2022001041753;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2022001041753;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2022001041753;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2022001041753;UZAKTAN YEDEKLEME (%18 KDV )
01S2022001041753;SANAL VERÝ MERKEZÝ (%18 KDV )
A162022004819624;DSL(ÝNTERNET)
A162022004647423;DSL(ÝNTERNET)
01S2022000969416;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2022000969416;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2022000969416;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2022000969416;UZAKTAN YEDEKLEME (%18 KDV )
01S2022000969416;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%18 KDV )
01S2022000969416;KATMA DEÐERLÝ SERVÝSLER (%18 KDV )
01S2022000969416;SANAL VERÝ MERKEZÝ (%18 KDV )
A162022004510236;DSL(ÝNTERNET)
A162022004500632;DSL(ÝNTERNET)
WL52022113001124;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462755 (KASIM 2022)
WL52022113001124;HER YÖNE 1000 DAKÝKA - 10 TL/AY-2662465109 (KASIM 2022)
WL52022113001124;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462752 (KASIM 2022)(GSM:32% SA:11% SI:48% TN:1% DO:8% )
WL52022113001124;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662461426 (KASIM 2022)
WL52022113001124;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460409 (KASIM 2022)(GSM:28% SA:7% SI:56% DO:9% )
WL52022113001124;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462751 (KASIM 2022)(GSM:17% SA:10% SI:62% TN:2% DO:9% )
WL52022113001124;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462750 (KASIM 2022)(GSM:22% SA:10% SI:60% DO:8% )
WL52022113001124;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460518 (KASIM 2022)(GSM:24% SA:11% SI:62% DO:3% )
WL52022113001124;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662463513 (KASIM 2022)(GSM:35% SA:27% SI:28% TO:4% DO:6% )
WL52022113001124;(KOBÝ) 35 MBPS E KADAR - 2662465109 (ARALIK 2022)
WL52022113001124;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662465108 (KASIM 2022)(GSM:32% SA:7% SI:57% DO:4% )
C012022002055425;TEMLÝKLÝ_SAMSUNG GALAXY A13 ÝKÝ BÝZDEN_24 AY TAKSÝT ÜCRETÝ (05/24)
C012022002270501;TELEFON
BTE2022000004235;SISTEM DESTEK HIZMET BEDELI
BTE2022000004243;SISTEM DESTEK HIZMET BEDELI
BTE2022000004325;KUR FARKI
AAA2022000000264;DR 152 DRUM
AAA2022000000264;HP CE505X MUADÝL TONER 6400 SAYFA    
AAA2022000000264;DEVELOP ÝNEO 306 DRUM BLADE    
AAA2022000000264;DV116 STARTER
AAA2022000000264;COLLER    
YFR2022000001811;NETOLOJÝ BPM ENTERPRÝSE VERSÝYON YAZÝLÝMÝ
YFR2022000001790;PROJE VE DANIÞMANLIK HÝZMETÝ
YFR2022000001797;PROJE VE DANIÞMANLIK HÝZMETÝ
WK02022000000250;STANDART CLOUD WEB HOSTÝNG PAKETÝ - BEKKÝGROUP.COM
WK02022000000250;KURUMSAL CLOUD WEB HOSTÝNG PAKETÝ - BEKSAN.COM
WK02022000000250;SSL GÜVENLÝK SERTÝFÝKASI + SABÝT IP + KURULUM - BEKSAN.COM
WK02022000000250;GÜVENLÝK GÜNCELLEMELERÝ, PROFESYONEL YEDEKLEME, BAKIM, MAÝL HESAPLARI VE YILLIK DESTEK HÝZMET BEDELÝ (MAKS.12 TALEP/SAAT/YIL) - BEKSAN.COM
WK02022000000250;ALAN ADI YENÝLEME - BEKKÝGROUP.COM - 1 YIL
WK02022000000250;ALAN ADI YENÝLEME - BEKSAN.COM - 1 YIL
WK02022000000254;KURUMSAL CLOUD WEB HOSTÝNG PAKETÝ - BEKKÝLER.COM
WK02022000000254;SSL GÜVENLÝK SERTÝFÝKASI + SABÝT IP + KURULUM - BEKKÝLER.COM
WK02022000000254;GÜVENLÝK GÜNCELLEMELERÝ, PROFESYONEL YEDEKLEME, BAKIM, MAÝL HESAPLARI VE YILLIK DESTEK HÝZMET BEDELÝ (MAKS.12 TALEP/SAAT/YIL) - BEKKÝLER.COM
WK02022000000254;ALAN ADI YENÝLEME - BEKKÝLER.COM - 1 YIL
FFF2022000000005;A70.1135-BV00R-V : NIRVANA ONE A700
YFR2022000001961;AYLIK TELEFON DESTEK HÝZMETÝ
01S2022001073236;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2022001073236;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2022001073236;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2022001073236;UZAKTAN YEDEKLEME (%18 KDV )
01S2022001073236;SANAL VERÝ MERKEZÝ (%18 KDV )
A162022005116657;DSL(ÝNTERNET)
A162022005337331;DSL(ÝNTERNET)
YFR2022000001939;AYLIK TELEFON DESTEK HÝZMETÝ
01S2022001136415;MPLSVPN HÝZMETLERÝ (%18 KDV + %10 OIV )
01S2022001136415;DATA SERVÝSLERÝ (%18 KDV + %10 OIV )
01S2022001136415;OFÝS GÜVENLÝK DUVARI (%18 KDV )
01S2022001136415;UZAKTAN YEDEKLEME (%18 KDV )
01S2022001136415;ENTERPRÝSE WÝFÝ SERVÝSÝ (AP) (%18 KDV )
01S2022001136415;KATMA DEÐERLÝ SERVÝSLER (%18 KDV )
01S2022001136415;SANAL VERÝ MERKEZÝ (%18 KDV )
A162022005206552;DSL(ÝNTERNET)
WM62022123100655;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460409 (ARALIK 2022)(GSM:39% SA:14% SI:44% TN:1% TO:1% DO:1% )
WM62022123100655;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462755 (ARALIK 2022)
WM62022123100655;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662465108 (ARALIK 2022)(GSM:41% SA:17% SI:30% DO:11% )
WM62022123100655;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462750 (ARALIK 2022)(GSM:35% SA:11% SI:50% TN:3% DO:1% )
WM62022123100655;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462751 (ARALIK 2022)(GSM:58% SA:6% SI:27% TN:3% DO:6% )
WM62022123100655;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662461426 (ARALIK 2022)
WM62022123100655;HER YÖNE 1000 DAKÝKA - 10 TL/AY-2662465109 (ARALIK 2022)
WM62022123100655;(KOBÝ) 35 MBPS E KADAR - 2662465109 (OCAK 2023)
WM62022123100655;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662463513 (ARALIK 2022)(GSM:46% SA:14% SI:36% DO:4% )
WM62022123100655;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662460518 (ARALIK 2022)(GSM:40% SA:24% SI:28% DO:7% )
WM62022123100655;HER YÖNE 1000 DAKÝKA - 24,90 TL/AY-2662462752 (ARALIK 2022)(GSM:31% SA:12% SI:49% DO:8% )
