Şirket;Tarih;Fatura no;Fatura içeriği;Gider sınıfı;Firma;Adet;Brim Fiyat;KDV Tutarı;OIV Tutarı;Ödenecek Tutar;Kur;Birim Fiyat Dolar;KDV Dolar
Bekkiler;28.02.2022;ANE2022000000421;POWERMASTER HDMI CABLE 15MT / 18942;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;118,64;21,36;0,00;140,00;0,00;0,00;0,00
Bekkiler;28.02.2022;A162022000675600;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;142,58;25,66;14,26;182,50;0,00;0,00;0,00
Bekkiler;28.02.2022;A162022000555130;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;149,02;26,82;14,90;190,75;0,00;0,00;0,00
Bekkiler;28.02.2022;WC32022022802011;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662460409 (ŞUBAT 2022)(GSM:15% SA:11% SI:65% TN:2% TO:1% DO:6% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;28.02.2022;WC32022022802011;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465108 (ŞUBAT 2022)(GSM:25% SA:19% SI:30% TN:9% TO:14% DO:3% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;28.02.2022;WC32022022802011;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662460518 (ŞUBAT 2022)(GSM:11% SA:18% SI:58% TN:3% DO:11% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;28.02.2022;WC32022022802011;İŞ FULL 100 - TAAHHÜTSÜZ - 2662465109 (MART 2022);SABIT HAT;TURKNET;1,00;74,22;13,36;7,42;95,00;0,00;0,00;0,00
Bekkiler;28.02.2022;WC32022022802011;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462750 (ŞUBAT 2022)(GSM:17% SA:24% SI:50% TN:3% DO:5% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;28.02.2022;WC32022022802011;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462755 (ŞUBAT 2022);SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;28.02.2022;WC32022022802011;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462751 (ŞUBAT 2022)(GSM:9% SA:18% SI:69% TO:1% DO:4% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;28.02.2022;WC32022022802011;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662461426 (ŞUBAT 2022)(GSM:13% SA:13% SI:64% TN:3% DO:7% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;28.02.2022;WC32022022802011;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462752 (ŞUBAT 2022)(GSM:15% SA:25% SI:53% TN:2% DO:5% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;28.02.2022;WC32022022802011;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465109 (ŞUBAT 2022);SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;28.02.2022;WC32022022802011;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662463513 (ŞUBAT 2022)(GSM:29% SA:15% SI:49% TN:5% DO:2% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Beksan;28.02.2022;C012022000313183;TELEFON;SABIT HAT;TURKTELEKOM;1,00;529,50;95,31;52,95;677,76;0,00;0,00;0,00
Beksan;01.03.2022;BTE2022000000833;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;500,00;90,00;0,00;590,00;0,00;0,00;0,00
Bekkiler;01.03.2022;BTE2022000000841;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;500,00;90,00;0,00;590,00;0,00;0,00;0,00
Bekkiler;02.03.2022;BTE2022000000890;LENOVO P340 I7-10700K/2X16/512GB SSD/W10P/P2200;DONANIM G.;BTE BİLGİSAYAR YAZ. DON.;2,00;27862,60;10030,54;0,00;65755,74;13,93;2000,00;720,00
Bekkiler;02.03.2022;BTE2022000000890;KİNGSTON 16GB 3200MHZ DDR4 KVR32N22D8/16;DONANIM G.;BTE BİLGİSAYAR YAZ. DON.;2,00;989,12;356,08;0,00;2334,33;13,93;71,00;25,56
Bekkiler;02.03.2022;BTE2022000000890;"DELL 23.8"" 1920X1080 12MS 75HZ HDMI/VGA SIYAH";DONANIM G.;BTE BİLGİSAYAR YAZ. DON.;1,00;2033,97;366,11;0,00;2400,08;13,93;146,00;26,28
Bekkiler;03.03.2022;ANE2022000000446;DISPLAYPORT TO HDMI CABLE 1.8MT / 15436;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;76,27;13,73;0,00;90,00;0,00;0,00;0,00
Bekkiler;03.03.2022;ANE2022000000446;CLASS DISPLAYPORT-VGA ÇEVİRİCİ / CV-134;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;55,09;9,92;0,00;65,01;0,00;0,00;0,00
Bekkiler;08.03.2022;YFR2022000000297;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;9,34;1750,00;2942,10;0,00;19287,10;0,00;0,00;0,00
Beksan;21.03.2022;YFR2022000000427;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;1200,00;216,00;0,00;1416,00;0,00;0,00;0,00
Bekkiler;21.03.2022;YFR2022000000423;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;1200,00;216,00;0,00;1416,00;0,00;0,00;0,00
Bekkiler;30.11.2024;01S2024001811239;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;836,30;0,00;5017,82;0,00;0,00;0,00
Bekkiler;31.12.2021;01S2021000793206;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4182,02;752,76;0,00;4934,78;0,00;0,00;0,00
Beksan;31.01.2022;01S2022000076621;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;752,67;0,00;4934,19;0,00;0,00;0,00
Bekkiler;31.01.2022;01S2022000012043;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;752,67;0,00;4934,19;0,00;0,00;0,00
Bekkiler;28.02.2022;01S2022000087656;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;752,67;0,00;4934,19;0,00;0,00;0,00
Beksan;31.03.2022;A162022000867120;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;240,43;43,28;24,04;307,75;0,00;0,00;0,00
Beksan;31.03.2022;A162022000863271;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;113,09;20,36;11,31;144,75;0,00;0,00;0,00
Bekkiler;31.03.2022;01S2022000190054;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;752,67;0,00;4934,19;0,00;0,00;0,00
Bekkiler;30.04.2022;01S2022000316964;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;752,67;0,00;4934,19;0,00;0,00;0,00
Bekkiler;31.05.2022;01S2022000361225;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;752,67;0,00;4934,19;0,00;0,00;0,00
Bekkiler;30.06.2022;01S2022000515384;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;752,67;0,00;4934,19;0,00;0,00;0,00
Bekkiler;31.07.2022;01S2022000618523;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;752,67;0,00;4934,19;0,00;0,00;0,00
Bekkiler;31.08.2022;01S2022000698200;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;752,67;0,00;4934,19;0,00;0,00;0,00
Bekkiler;30.09.2022;01S2022000772715;KATMA DEĞERLİ SERVİSLER (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;752,67;0,00;4934,19;0,00;0,00;0,00
Bekkiler;31.03.2022;A162022001014639;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;149,02;26,82;14,90;190,75;0,00;0,00;0,00
Bekkiler;31.03.2022;A162022000878278;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;142,38;25,63;14,24;182,25;0,00;0,00;0,00
Bekkiler;31.03.2022;WD62022033101473;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465109 (MART 2022);SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.03.2022;WD62022033101473;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662463513 (MART 2022)(GSM:8% SA:21% SI:57% TN:1% DO:13% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.03.2022;WD62022033101473;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462750 (MART 2022)(GSM:14% SA:14% SI:62% TN:8% DO:2% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.03.2022;WD62022033101473;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662461426 (MART 2022)(GSM:22% SA:19% SI:41% TN:1% TO:1% DO:15% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.03.2022;WD62022033101473;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462752 (MART 2022)(GSM:22% SA:18% SI:38% TN:10% DO:12% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.03.2022;WD62022033101473;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465108 (MART 2022)(GSM:8% SA:32% SI:38% TN:1% DO:21% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.03.2022;WD62022033101473;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662460409 (MART 2022)(GSM:19% SA:24% SI:44% TN:6% DO:7% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.03.2022;WD62022033101473;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462755 (MART 2022);SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.03.2022;WD62022033101473;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462751 (MART 2022)(GSM:13% SA:19% SI:51% TN:7% DO:10% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;31.03.2022;WD62022033101473;İŞ FULL 100 - TAAHHÜTSÜZ - 2662465109 (NİSAN 2022);SABIT HAT;TURKNET;1,00;74,22;13,36;7,42;95,00;0,00;0,00;0,00
Bekkiler;31.03.2022;WD62022033101473;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662460518 (MART 2022)(GSM:14% SA:18% SI:37% TN:3% DO:27% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Beksan;31.03.2022;C012022000532842;TELEFON;SABIT HAT;TURKTELEKOM;1,00;529,50;95,31;52,95;677,76;0,00;0,00;0,00
Beksan;01.04.2022;BTE2022000001274;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;500,00;90,00;0,00;590,00;0,00;0,00;0,00
Bekkiler;01.04.2022;BTE2022000001282;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;500,00;90,00;0,00;590,00;0,00;0,00;0,00
Beksan;05.04.2022;ANE2022000000686;MAGICVOICE 1+1 USB MİNİ HOPARLÖR;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;72,88;13,12;0,00;86,00;0,00;0,00;0,00
Beksan;14.04.2022;VTN2022000138456;EVEREST DLK-3100U Q  KLAVYE;DONANIM G.;VATAN BİLGİSAYAR;3,00;163,35;88,20;0,00;578,25;0,00;0,00;0,00
Beksan;14.04.2022;VTN2022000138456;LENOVO C24-25 23.8'' 75HZ MONİTÖR;DONANIM G.;VATAN BİLGİSAYAR;2,00;1846,61;664,78;0,00;4358,00;0,00;0,00;0,00
Beksan;14.04.2022;VTN2022000138456;LENOVO L22E-30 21.5'' 75HZ MONİTÖR;DONANIM G.;VATAN BİLGİSAYAR;2,00;1694,30;609,94;0,00;3998,54;0,00;0,00;0,00
Beksan;15.04.2022;ANE2022000000759;ÜÇLÜ GOLYAT TOPRAKLI FİŞ PRİZ;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;19,07;3,44;0,00;22,51;0,00;0,00;0,00
Beksan;15.04.2022;ANE2022000000759;GESİ HDMI-HDMI;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;21,19;3,81;0,00;25,00;0,00;0,00;0,00
Beksan;19.04.2022;YFR2022000000495;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;2,79;2000,00;1004,40;0,00;6584,40;0,00;0,00;0,00
Bekkiler;19.04.2022;YFR2022000000480;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;4,40;1750,00;1386,00;0,00;9086,00;0,00;0,00;0,00
Bekkiler;20.04.2022;BTE2022000001552;KUR FARKI;DONANIM G.;BTE BİLGİSAYAR YAZ. DON.;1,00;3566,30;641,93;0,00;4208,23;0,00;0,00;0,00
Bekkiler;21.04.2022;BIL2022000000133;GİGASET A170 TELSİZ TELEFON;DONANIM G.;BİLSAM BÜRO MAKİNELERİ;4,00;338,98;244,08;0,00;1600,00;0,00;0,00;0,00
Beksan;22.04.2022;YFR2022000000505;NETSİS 3 STANDARD NETOPENX RUNTIME (L);NETSİS YAZILIM G.;BTENET YAZILIM VE PROJE HİZ.;1,00;3200,00;576,00;0,00;3776,00;0,00;0,00;0,00
Beksan;26.04.2022;YFR2022000000617;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;1200,00;216,00;0,00;1416,00;0,00;0,00;0,00
Bekkiler;26.04.2022;YFR2022000000613;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;1200,00;216,00;0,00;1416,00;0,00;0,00;0,00
Bekkiler;31.10.2022;01S2022000881301;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;752,67;0,00;4934,19;0,00;0,00;0,00
Bekkiler;30.11.2022;01S2022000969416;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;752,67;0,00;4934,19;0,00;0,00;0,00
Bekkiler;31.12.2022;01S2022001136415;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;752,67;0,00;4934,19;0,00;0,00;0,00
Bekkiler;31.01.2023;01S2023000110584;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;752,67;0,00;4934,19;0,00;0,00;0,00
Bekkiler;28.02.2023;01S2023000153519;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;752,67;0,00;4934,19;0,00;0,00;0,00
Beksan;30.04.2022;A162022001454969;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;240,43;43,28;24,04;307,75;0,00;0,00;0,00
Beksan;30.04.2022;A162022001439298;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;113,09;20,36;11,31;144,75;0,00;0,00;0,00
Bekkiler;30.03.2023;01S2023000307068;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;752,67;0,00;4934,19;0,00;0,00;0,00
Bekkiler;31.05.2023;01S2023000573579;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;752,67;0,00;4934,19;0,00;0,00;0,00
Bekkiler;30.06.2023;01S2023000623188;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4181,52;752,67;0,00;4934,19;0,00;0,00;0,00
Beksan;31.12.2021;01S2021000757592;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;4177,41;751,93;0,00;4929,34;0,00;0,00;0,00
Beksan;31.10.2021;01S2021000630281;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;3991,75;718,52;0,00;4710,27;0,00;0,00;0,00
Bekkiler;31.10.2021;01S2021000616335;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;3991,75;718,52;0,00;4710,27;0,00;0,00;0,00
Beksan;30.11.2021;01S2021000690322;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;3991,75;718,52;0,00;4710,27;0,00;0,00;0,00
Bekkiler;30.04.2022;A162022001549825;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;149,02;26,82;14,90;190,75;0,00;0,00;0,00
Bekkiler;30.04.2022;A162022001460878;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;142,58;25,66;14,26;182,50;0,00;0,00;0,00
Bekkiler;30.04.2022;WE52022043001157;İŞ FULL 100 - TAAHHÜTSÜZ - 2662465109 (MAYIS 2022);SABIT HAT;TURKNET;1,00;74,22;13,36;7,42;95,00;0,00;0,00;0,00
Bekkiler;30.04.2022;WE52022043001157;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462752 (NİSAN 2022)(GSM:11% SA:19% SI:57% TN:5% DO:9% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.04.2022;WE52022043001157;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465109 (NİSAN 2022);SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.04.2022;WE52022043001157;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662460518 (NİSAN 2022)(GSM:30% SA:22% SI:41% TN:1% DO:6% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.04.2022;WE52022043001157;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462751 (NİSAN 2022)(GSM:21% SA:27% SI:37% TN:4% TO:2% DO:10% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.04.2022;WE52022043001157;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462755 (NİSAN 2022);SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.04.2022;WE52022043001157;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662463513 (NİSAN 2022)(GSM:18% SA:9% SI:55% TN:2% DO:16% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.04.2022;WE52022043001157;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662460409 (NİSAN 2022)(GSM:20% SA:19% SI:45% TN:10% DO:7% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.04.2022;WE52022043001157;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662462750 (NİSAN 2022)(GSM:22% SA:15% SI:46% TN:2% DO:15% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.04.2022;WE52022043001157;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662461426 (NİSAN 2022)(GSM:15% SA:8% SI:63% TN:3% TO:2% DO:9% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Bekkiler;30.04.2022;WE52022043001157;İŞ TELEFON - 1000 DAKİKA - TAAHHÜTSÜZ-2662465108 (NİSAN 2022)(GSM:32% SA:22% SI:43% TN:2% DO:1% );SABIT HAT;TURKNET;1,00;18,75;3,38;1,88;24,00;0,00;0,00;0,00
Beksan;30.04.2022;C012022000751070;TELEFON;SABIT HAT;TURKTELEKOM;1,00;529,50;95,31;52,95;677,76;0,00;0,00;0,00
Beksan;01.05.2022;BTE2022000001685;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;500,00;90,00;0,00;590,00;0,00;0,00;0,00
Bekkiler;01.05.2022;BTE2022000001693;SISTEM DESTEK HIZMET BEDELI;SİSTEM DESTEK G.;BTE BİLGİSAYAR YAZ. DON.;1,00;500,00;90,00;0,00;590,00;0,00;0,00;0,00
Beksan;06.05.2022;VTN2022000164301;KİOXİA 240GB SSD;DONANIM G.;VATAN BİLGİSAYAR;2,00;445,34;160,32;0,00;1051,00;0,00;0,00;0,00
Beksan;13.05.2022;VTN2022000174718;LENOVO C24-25 23.8'' 75HZ MONİTÖR;DONANIM G.;VATAN BİLGİSAYAR;1,00;1864,40;335,59;0,00;2199,99;0,00;0,00;0,00
Beksan;13.05.2022;VTN2022000174718;"SAMSUNG 24"" LF24T450FQRXUF 75HZ MONİTÖR";DONANIM G.;VATAN BİLGİSAYAR;1,00;1948,31;350,70;0,00;2299,01;0,00;0,00;0,00
Beksan;13.05.2022;ANE2022000000924;EVEREST KB-517U SİYAH KLAVYE;DONANIM G.;ANTENCİ ELEKTRONİK ;3,00;62,71;33,87;0,00;222,01;0,00;0,00;0,00
Beksan;13.05.2022;ANE2022000000924;HADRON HD5605 MOUSE;DONANIM G.;ANTENCİ ELEKTRONİK ;3,00;41,53;22,42;0,00;147,00;0,00;0,00;0,00
Beksan;16.05.2022;YFR2022000000641;NETSİS 3 STANDARD E-DEFTER FİRMA ARTIRIMI (L);NETSİS YAZILIM G.;BTENET YAZILIM VE PROJE HİZ.;1,00;3600,00;648,00;0,00;4248,00;0,00;0,00;0,00
Beksan;16.05.2022;ANE2022000000938;DISPLAYPORT TO HDMI CABLE 1.8MT ;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;84,75;15,25;0,00;100,00;0,00;0,00;0,00
Beksan;18.05.2022;YFR2022000000646;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;8,21;2000,00;2955,60;0,00;19375,60;0,00;0,00;0,00
Bekkiler;18.05.2022;YFR2022000000656;PROJE VE DANIŞMANLIK HİZMETİ;EFLOW DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;3,13;1750,00;985,95;0,00;6463,45;0,00;0,00;0,00
Bekkiler;24.05.2022;AAA2022000000006;HP 505XL TONER    ;YAZICI G.;OFİS BÜRO MAKİNALARI;1,00;254,05;45,73;0,00;299,78;0,00;0,00;0,00
Beksan;25.05.2022;YFR2022000000759;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;1200,00;216,00;0,00;1416,00;0,00;0,00;0,00
Bekkiler;25.05.2022;YFR2022000000755;AYLIK TELEFON DESTEK HİZMETİ;NETSİS DESTEK G.;BTENET YAZILIM VE PROJE HİZ.;1,00;1200,00;216,00;0,00;1416,00;0,00;0,00;0,00
Beksan;30.05.2022;ANE2022000001042;CLASS MS 6812 KABLO İZLEYİCİ;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;220,34;39,66;0,00;260,00;0,00;0,00;0,00
Beksan;30.05.2022;ANE2022000001042;KINGSDUN KS 8846 İRTİBATLAMA ALETİ;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;37,29;6,71;0,00;44,00;0,00;0,00;0,00
Beksan;30.05.2022;ANE2022000001042;PHILIPS SPK7104 MOUSE ;DONANIM G.;ANTENCİ ELEKTRONİK ;1,00;60,17;10,83;0,00;71,00;0,00;0,00;0,00
Bekkiler;30.11.2021;01S2021000730306;SANAL VERİ MERKEZİ (%18 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;3991,75;718,52;0,00;4710,27;0,00;0,00;0,00
Beksan;31.07.2023;01S2023000823645;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;3067,06;613,41;0,00;3680,47;0,00;0,00;0,00
Bekkiler;31.07.2023;01S2023000717211;SANAL VERİ MERKEZİ (%20 KDV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;2967,53;593,51;0,00;3561,04;0,00;0,00;0,00
Bekkiler;31.08.2023;01S2023000903333;MPLSVPN HİZMETLERİ (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;268,72;134,36;1746,68;0,00;0,00;0,00
Bekkiler;30.09.2023;01S2023001015908;MPLSVPN HİZMETLERİ (%20 KDV + %10 OIV );İNTERNET VE SERVER G.;SUPERONLINE İLETİŞİM;1,00;1343,60;268,72;134,36;1746,68;0,00;0,00;0,00
Beksan;31.05.2022;A162022001647641;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;113,09;20,36;11,31;144,75;0,00;0,00;0,00
Beksan;31.05.2022;A162022001756564;DSL(İNTERNET);İNTERNET VE SERVER G.;TTNET ANONIM SIRKETI;1,00;240,43;43,28;24,04;307,75;0,00;0,00;0,00
